"47","16","5","2","0","0","0","0","0","0"
"34","20","8","3","3","1","0","0","1","0"
"46","18","4","2","0","0","0","0","0","0"
"54","14","1","1","0","0","0","0","0","0"
"43","20","5","2","0","0","0","0","0","0"
"50","14","0","2","4","0","0","0","0","0"
"30","30","5","3","1","1","0","0","0","0"
"36","16","12","4","1","0","1","0","0","0"
"54","11","3","1","1","0","0","0","0","0"
"40","19","3","6","1","1","0","0","0","0"
"38","17","13","1","1","0","0","0","0","0"
"51","14","5","0","0","0","0","0","0","0"
"55","11","4","0","0","0","0","0","0","0"
"39","20","7","3","0","1","0","0","0","0"
"32","25","7","5","0","1","0","0","0","0"
"46","16","5","1","2","0","0","0","0","0"
"55","10","3","1","1","0","0","0","0","0"
"42","18","7","2","0","0","1","0","0","0"
"51","16","2","0","1","0","0","0","0","0"
"34","18","7","3","4","1","2","1","0","0"
"43","19","8","0","0","0","0","0","0","0"
"54","14","2","0","0","0","0","0","0","0"
"49","15","5","1","0","0","0","0","0","0"
"31","24","10","4","1","0","0","0","0","0"
"56","13","0","1","0","0","0","0","0","0"
"39","14","9","7","1","0","0","0","0","0"
"44","19","3","4","0","0","0","0","0","0"
"46","17","5","2","0","0","0","0","0","0"
"43","17","1","8","0","0","1","0","0","0"
"28","21","10","5","5","1","0","0","0","0"
"49","11","6","3","0","1","0","0","0","0"
"48","16","4","1","1","0","0","0","0","0"
"37","21","7","4","1","0","0","0","0","0"
"58","10","2","0","0","0","0","0","0","0"
"38","18","11","3","0","0","0","0","0","0"
"35","23","9","2","1","0","0","0","0","0"
"49","14","5","1","1","0","0","0","0","0"
"40","19","10","1","0","0","0","0","0","0"
"43","18","5","2","1","1","0","0","0","0"
"47","18","1","3","0","0","0","1","0","0"
"47","16","5","2","0","0","0","0","0","0"
"39","16","10","4","1","0","0","0","0","0"
"36","16","11","5","1","1","0","0","0","0"
"42","18","9","1","0","0","0","0","0","0"
"58","12","0","0","0","0","0","0","0","0"
"48","16","3","3","0","0","0","0","0","0"
"43","15","10","2","0","0","0","0","0","0"
"48","13","3","5","1","0","0","0","0","0"
"49","16","3","0","2","0","0","0","0","0"
"47","15","5","2","1","0","0","0","0","0"
"49","16","2","2","1","0","0","0","0","0"
"47","12","8","2","1","0","0","0","0","0"
"54","9","2","4","1","0","0","0","0","0"
"48","16","4","1","0","1","0","0","0","0"
"48","17","4","1","0","0","0","0","0","0"
"45","19","5","1","0","0","0","0","0","0"
"51","11","5","2","0","1","0","0","0","0"
"52","11","7","0","0","0","0","0","0","0"
"42","17","5","2","2","0","1","0","1","0"
"32","22","13","3","0","0","0","0","0","0"
"47","13","6","3","1","0","0","0","0","0"
"48","16","5","0","0","1","0","0","0","0"
"56","11","3","0","0","0","0","0","0","0"
"47","17","5","0","1","0","0","0","0","0"
"50","12","6","2","0","0","0","0","0","0"
"50","17","3","0","0","0","0","0","0","0"
"44","20","5","1","0","0","0","0","0","0"
"45","16","2","4","3","0","0","0","0","0"
"38","17","7","5","2","1","0","0","0","0"
"49","11","5","5","0","0","0","0","0","0"
"50","12","8","0","0","0","0","0","0","0"
"54","12","3","0","1","0","0","0","0","0"
"64","3","3","0","0","0","0","0","0","0"
"52","12","2","2","2","0","0","0","0","0"
"42","18","7","3","0","0","0","0","0","0"
"55","15","0","0","0","0","0","0","0","0"
"42","22","3","3","0","0","0","0","0","0"
"45","15","6","2","1","0","0","1","0","0"
"42","21","7","0","0","0","0","0","0","0"
"56","10","2","1","1","0","0","0","0","0"
"49","18","2","1","0","0","0","0","0","0"
"28","22","10","9","1","0","0","0","0","0"
"39","22","6","2","1","0","0","0","0","0"
"52","17","1","0","0","0","0","0","0","0"
"50","15","4","1","0","0","0","0","0","0"
"47","16","4","3","0","0","0","0","0","0"
"40","13","7","8","1","1","0","0","0","0"
"47","13","8","2","0","0","0","0","0","0"
"55","13","2","0","0","0","0","0","0","0"
"47","16","5","2","0","0","0","0","0","0"
"48","13","6","3","0","0","0","0","0","0"
"48","13","7","1","1","0","0","0","0","0"
"50","17","3","0","0","0","0","0","0","0"
"31","22","10","4","2","1","0","0","0","0"
"53","11","4","2","0","0","0","0","0","0"
"36","18","12","4","0","0","0","0","0","0"
"47","15","5","1","2","0","0","0","0","0"
"48","15","5","2","0","0","0","0","0","0"
"43","19","5","3","0","0","0","0","0","0"
"41","21","5","2","0","1","0","0","0","0"
"50","15","5","0","0","0","0","0","0","0"
"51","16","3","0","0","0","0","0","0","0"
"43","18","6","1","2","0","0","0","0","0"
"32","23","8","6","1","0","0","0","0","0"
"42","15","5","3","4","1","0","0","0","0"
"48","14","5","3","0","0","0","0","0","0"
"56","12","2","0","0","0","0","0","0","0"
"49","13","4","3","1","0","0","0","0","0"
"37","21","7","3","1","1","0","0","0","0"
"38","21","10","1","0","0","0","0","0","0"
"39","18","8","2","3","0","0","0","0","0"
"45","16","9","0","0","0","0","0","0","0"
"47","14","7","2","0","0","0","0","0","0"
"44","17","8","0","1","0","0","0","0","0"
"27","21","12","3","5","1","0","1","0","0"
"40","15","9","3","1","2","0","0","0","0"
"42","17","7","3","0","0","1","0","0","0"
"43","16","8","1","1","0","1","0","0","0"
"40","20","8","2","0","0","0","0","0","0"
"38","20","9","3","0","0","0","0","0","0"
"40","19","6","2","2","1","0","0","0","0"
"44","21","4","1","0","0","0","0","0","0"
"40","17","3","6","2","2","0","0","0","0"
"38","15","8","5","2","2","0","0","0","0"
"41","16","5","3","3","0","0","2","0","0"
"48","12","10","0","0","0","0","0","0","0"
"50","18","0","2","0","0","0","0","0","0"
"36","18","11","2","2","1","0","0","0","0"
"53","12","3","2","0","0","0","0","0","0"
"38","19","9","2","2","0","0","0","0","0"
"49","12","9","0","0","0","0","0","0","0"
"55","8","6","1","0","0","0","0","0","0"
"40","12","16","2","0","0","0","0","0","0"
"47","19","1","3","0","0","0","0","0","0"
"55","11","4","0","0","0","0","0","0","0"
"45","20","5","0","0","0","0","0","0","0"
"37","15","11","1","3","2","1","0","0","0"
"43","13","7","3","4","0","0","0","0","0"
"49","17","4","0","0","0","0","0","0","0"
"49","15","6","0","0","0","0","0","0","0"
"49","20","1","0","0","0","0","0","0","0"
"47","18","3","2","0","0","0","0","0","0"
"52","12","3","3","0","0","0","0","0","0"
"45","18","5","2","0","0","0","0","0","0"
"58","7","4","0","0","1","0","0","0","0"
"44","16","6","1","2","1","0","0","0","0"
"50","13","6","0","1","0","0","0","0","0"
"49","11","3","6","0","1","0","0","0","0"
"58","7","4","0","1","0","0","0","0","0"
"49","14","4","2","1","0","0","0","0","0"
"51","13","6","0","0","0","0","0","0","0"
"39","17","8","3","2","1","0","0","0","0"
"47","17","5","1","0","0","0","0","0","0"
"54","11","3","0","1","1","0","0","0","0"
"42","12","9","6","1","0","0","0","0","0"
"45","14","6","1","3","1","0","0","0","0"
"49","19","1","1","0","0","0","0","0","0"
"50","11","7","2","0","0","0","0","0","0"
"33","24","8","2","1","1","0","1","0","0"
"40","14","11","3","1","0","1","0","0","0"
"46","19","4","1","0","0","0","0","0","0"
"41","20","7","1","1","0","0","0","0","0"
"37","20","11","2","0","0","0","0","0","0"
"52","14","2","1","1","0","0","0","0","0"
"37","21","10","0","1","1","0","0","0","0"
"49","12","8","1","0","0","0","0","0","0"
"48","19","0","2","1","0","0","0","0","0"
"34","24","7","0","3","1","1","0","0","0"
"51","13","4","2","0","0","0","0","0","0"
"47","17","4","1","1","0","0","0","0","0"
"42","16","6","2","0","4","0","0","0","0"
"56","13","1","0","0","0","0","0","0","0"
"53","11","6","0","0","0","0","0","0","0"
"52","13","4","0","1","0","0","0","0","0"
"43","19","6","1","1","0","0","0","0","0"
"43","12","11","3","1","0","0","0","0","0"
"42","16","8","4","0","0","0","0","0","0"
"46","13","10","1","0","0","0","0","0","0"
"59","9","2","0","0","0","0","0","0","0"
"48","11","5","4","1","0","1","0","0","0"
"50","16","3","1","0","0","0","0","0","0"
"54","11","4","1","0","0","0","0","0","0"
"55","9","5","1","0","0","0","0","0","0"
"46","15","5","2","2","0","0","0","0","0"
"34","22","11","2","1","0","0","0","0","0"
"33","21","10","3","3","0","0","0","0","0"
"53","12","4","1","0","0","0","0","0","0"
"51","17","2","0","0","0","0","0","0","0"
"49","13","6","2","0","0","0","0","0","0"
"45","15","8","1","0","1","0","0","0","0"
"38","17","12","3","0","0","0","0","0","0"
"44","20","4","1","1","0","0","0","0","0"
"46","14","7","2","0","1","0","0","0","0"
"31","23","8","6","2","0","0","0","0","0"
"45","13","7","4","0","1","0","0","0","0"
"42","19","7","2","0","0","0","0","0","0"
"51","11","6","1","1","0","0","0","0","0"
"35","24","6","2","1","2","0","0","0","0"
"49","11","6","4","0","0","0","0","0","0"
"47","17","5","1","0","0","0","0","0","0"
"40","15","9","5","0","0","1","0","0","0"
"48","12","7","2","0","1","0","0","0","0"
"60","6","3","1","0","0","0","0","0","0"
"47","14","8","1","0","0","0","0","0","0"
"40","17","8","3","1","1","0","0","0","0"
"36","18","10","3","2","1","0","0","0","0"
"48","13","9","0","0","0","0","0","0","0"
"40","22","5","2","1","0","0","0","0","0"
"60","7","3","0","0","0","0","0","0","0"
"46","18","4","2","0","0","0","0","0","0"
"50","10","6","2","2","0","0","0","0","0"
"51","8","8","1","1","1","0","0","0","0"
"44","12","10","2","2","0","0","0","0","0"
"44","17","5","3","1","0","0","0","0","0"
"40","16","8","4","2","0","0","0","0","0"
"46","18","3","3","0","0","0","0","0","0"
"38","18","9","4","0","1","0","0","0","0"
"57","8","5","0","0","0","0","0","0","0"
"49","16","2","3","0","0","0","0","0","0"
"33","24","7","3","3","0","0","0","0","0"
"30","21","6","7","5","0","1","0","0","0"
"33","16","11","5","3","2","0","0","0","0"
"45","19","6","0","0","0","0","0","0","0"
"43","18","8","0","1","0","0","0","0","0"
"46","16","8","0","0","0","0","0","0","0"
"44","19","7","0","0","0","0","0","0","0"
"50","11","6","2","1","0","0","0","0","0"
"48","20","1","0","1","0","0","0","0","0"
"33","21","9","3","2","0","1","0","1","0"
"41","17","8","4","0","0","0","0","0","0"
"32","22","11","4","1","0","0","0","0","0"
"44","15","7","2","2","0","0","0","0","0"
"39","15","12","0","2","1","1","0","0","0"
"38","26","5","0","1","0","0","0","0","0"
"38","22","6","2","1","1","0","0","0","0"
"34","23","8","3","1","1","0","0","0","0"
"40","18","10","1","1","0","0","0","0","0"
"59","8","3","0","0","0","0","0","0","0"
"42","17","8","2","0","1","0","0","0","0"
"39","18","8","4","1","0","0","0","0","0"
"43","21","5","0","1","0","0","0","0","0"
"46","21","3","0","0","0","0","0","0","0"
"40","15","8","3","1","1","2","0","0","0"
"46","19","2","2","1","0","0","0","0","0"
"43","16","7","2","2","0","0","0","0","0"
"59","8","1","1","1","0","0","0","0","0"
"46","18","1","2","1","1","0","0","1","0"
"43","18","5","3","1","0","0","0","0","0"
"44","13","8","4","0","1","0","0","0","0"
"52","13","3","1","1","0","0","0","0","0"
"55","13","2","0","0","0","0","0","0","0"
"44","19","4","2","1","0","0","0","0","0"
"41","19","6","2","2","0","0","0","0","0"
"53","14","1","2","0","0","0","0","0","0"
"47","11","9","3","0","0","0","0","0","0"
"52","12","3","2","1","0","0","0","0","0"
"52","11","4","3","0","0","0","0","0","0"
"39","20","8","2","1","0","0","0","0","0"
"37","18","11","3","0","1","0","0","0","0"
"40","22","6","0","1","1","0","0","0","0"
"59","10","1","0","0","0","0","0","0","0"
"50","14","3","2","1","0","0","0","0","0"
"44","15","5","2","3","1","0","0","0","0"
"51","15","2","1","0","1","0","0","0","0"
"55","9","6","0","0","0","0","0","0","0"
"47","19","1","1","2","0","0","0","0","0"
"39","13","12","4","0","1","1","0","0","0"
"39","19","8","3","0","0","0","1","0","0"
"47","19","1","3","0","0","0","0","0","0"
"45","20","3","1","0","1","0","0","0","0"
"53","15","2","0","0","0","0","0","0","0"
"49","20","1","0","0","0","0","0","0","0"
"44","19","5","2","0","0","0","0","0","0"
"60","8","2","0","0","0","0","0","0","0"
"42","17","6","4","0","1","0","0","0","0"
"61","6","3","0","0","0","0","0","0","0"
"51","14","4","1","0","0","0","0","0","0"
"42","19","6","2","1","0","0","0","0","0"
"47","17","5","1","0","0","0","0","0","0"
"38","14","11","3","3","0","1","0","0","0"
"36","16","13","2","1","2","0","0","0","0"
"51","12","4","2","1","0","0","0","0","0"
"35","26","6","2","0","0","0","1","0","0"
"41","18","5","3","2","1","0","0","0","0"
"34","23","7","1","2","3","0","0","0","0"
"53","13","3","0","0","1","0","0","0","0"
"54","10","6","0","0","0","0","0","0","0"
"49","10","9","2","0","0","0","0","0","0"
"41","13","9","4","2","1","0","0","0","0"
"43","18","5","2","2","0","0","0","0","0"
"46","17","6","0","1","0","0","0","0","0"
"37","22","9","2","0","0","0","0","0","0"
"47","15","3","4","1","0","0","0","0","0"
"48","19","3","0","0","0","0","0","0","0"
"53","16","0","1","0","0","0","0","0","0"
"46","15","7","2","0","0","0","0","0","0"
"37","14","7","8","3","1","0","0","0","0"
"45","20","4","1","0","0","0","0","0","0"
"38","13","10","6","0","2","1","0","0","0"
"40","20","9","0","1","0","0","0","0","0"
"48","19","3","0","0","0","0","0","0","0"
"57","13","0","0","0","0","0","0","0","0"
"57","10","3","0","0","0","0","0","0","0"
"53","11","6","0","0","0","0","0","0","0"
"43","16","8","2","0","1","0","0","0","0"
"50","16","4","0","0","0","0","0","0","0"
"52","12","5","1","0","0","0","0","0","0"
"58","9","3","0","0","0","0","0","0","0"
"62","7","1","0","0","0","0","0","0","0"
"50","17","3","0","0","0","0","0","0","0"
"43","18","8","1","0","0","0","0","0","0"
"45","12","11","1","1","0","0","0","0","0"
"43","15","2","7","2","0","1","0","0","0"
"57","9","4","0","0","0","0","0","0","0"
"31","24","8","4","2","1","0","0","0","0"
"45","17","5","3","0","0","0","0","0","0"
"38","17","8","4","1","1","1","0","0","0"
"50","13","4","2","1","0","0","0","0","0"
"53","10","5","1","1","0","0","0","0","0"
"41","18","9","2","0","0","0","0","0","0"
"52","15","3","0","0","0","0","0","0","0"
"54","14","1","1","0","0","0","0","0","0"
"45","20","3","1","1","0","0","0","0","0"
"44","20","5","1","0","0","0","0","0","0"
"42","21","4","2","0","0","1","0","0","0"
"45","16","9","0","0","0","0","0","0","0"
"56","9","3","0","2","0","0","0","0","0"
"47","17","4","2","0","0","0","0","0","0"
"38","19","9","2","1","0","1","0","0","0"
"55","10","4","1","0","0","0","0","0","0"
"44","14","6","5","0","0","1","0","0","0"
"48","14","4","3","0","1","0","0","0","0"
"34","19","6","5","5","0","1","0","0","0"
"53","9","4","4","0","0","0","0","0","0"
"52","11","4","2","1","0","0","0","0","0"
"46","15","4","2","1","2","0","0","0","0"
"45","21","2","1","1","0","0","0","0","0"
"49","15","5","1","0","0","0","0","0","0"
"59","7","3","1","0","0","0","0","0","0"
"44","17","8","0","1","0","0","0","0","0"
"47","14","5","3","1","0","0","0","0","0"
"43","20","4","1","1","1","0","0","0","0"
"44","11","11","3","1","0","0","0","0","0"
"33","22","9","3","1","2","0","0","0","0"
"49","15","5","1","0","0","0","0","0","0"
"50","14","5","1","0","0","0","0","0","0"
"48","16","4","2","0","0","0","0","0","0"
"36","25","5","0","3","1","0","0","0","0"
"38","21","8","1","0","1","1","0","0","0"
"42","22","3","2","0","0","0","1","0","0"
"42","20","4","2","0","1","0","1","0","0"
"52","14","1","3","0","0","0","0","0","0"
"52","15","3","0","0","0","0","0","0","0"
"45","20","4","1","0","0","0","0","0","0"
"47","21","0","2","0","0","0","0","0","0"
"43","18","8","0","0","1","0","0","0","0"
"52","11","3","1","1","1","1","0","0","0"
"38","18","6","5","2","0","1","0","0","0"
